id,code,uic,name_short,name_medium,name_long,slug,country,type
1277,DWG,,,Dopweg,Dopweg,,NL,
1278,DWO,,,Driewegen-Ovezande,Driewegen-Ovezande,,NL,
1279,DZSH,,,Delfzijl stamlijn Havenschap,Delfzijl stamlijn Havenschap,,NL,
1280,EA,,,Enschede aansluiting,Enschede aansluiting,,NL,
1281,EB,,,Elsbeek (schakelstation),Elsbeek (schakelstation),,NL,
1282,EBK,,,Eerbeek,Eerbeek,,NL,
1283,EBTWA,,,Elst Betuweroute aansluiting,Elst Betuweroute aansluiting,,NL,
1284,ECT,,,Rotterdam Waalhaven raccordement ECT,Rotterdam Waalhaven raccordement ECT,,NL,
1285,EDNZW,,,Eijsden raccordement Zinkwit,Eijsden raccordement Zinkwit,,NL,
1287,EEMI,,,Eemshaven Industrie,Eemshaven Industrie,,NL,
1288,EEMIA,,,Eemshaven Industrie aansluiting,Eemshaven Industrie aansluiting,,NL,
1289,EFD,,,Eefde,Eefde,,NL,
1290,EG,,,Enschede Noord (Enschede GOLS),Enschede Noord (Enschede GOLS),,NL,
1291,EGA,,,Enschede Zuid,Enschede Zuid,,NL,
1292,EGM,,,Egmond aan Zee,Egmond aan Zee,,NL,
1293,EHA,,,Eindhoven Acht,Eindhoven Acht,,NL,
1294,EHAI,,,Eindhoven Airport (busstation),Eindhoven Airport (busstation),,NL,
1295,EHST,,,Eindhoven Stadion,Eindhoven Stadion,,NL,
1296,EHVST,,,Eindhoven steunpunt Ep,Eindhoven steunpunt Ep,,NL,
1297,EHZ,,,Eindhoven Zuid (onderstation),Eindhoven Zuid (onderstation),,NL,
1298,EKD,,,Amsterdam Ertskade,Amsterdam Ertskade,,NL,
1299,EKER,,,Ekerse Dijk,Ekerse Dijk,,NL,
1300,EKH,,,Eikelhof,Eikelhof,,NL,
1301,ELO,,,Exloo,Exloo,,NL,
1302,EMNAKZ,,,Emmen raccordement AKZO,Emmen raccordement AKZO,,NL,
1303,EMV,,,Ermerveen (schakelstation),Ermerveen (schakelstation),,NL,
1304,EN,,,Echten (schakelstation),Echten (schakelstation),,NL,
1305,EP,,,Epe,Epe,,NL,
1306,ERPW,,,Europoort West (vroeger Erpbp = Europoort raccordement BP),Europoort West (vroeger Erpbp = Europoort raccordement BP),,NL,
1307,ESG,,,Enschede (grens),Enschede (grens),,NL,
1308,ESH,,,Esch (schakelstation),Esch (schakelstation),,NL,
1309,ESS,,,Ede SS (vanaf 1938 Ed = Ede-Wageningen),Ede SS (vanaf 1938 Ed = Ede-Wageningen),,NL,
1310,ESTA,,,Elst aansluiting,Elst aansluiting,,NL,
1311,ET,,,Emst,Emst,,NL,
1312,ETNI,,,Etten-Leur Gem. Industrieterrein,Etten-Leur Gem. Industrieterrein,,NL,
1313,ETNVOS,,,Etten-Leur raccordement Vossendaal,Etten-Leur raccordement Vossendaal,,NL,
1314,EWD,,,Ellewoutsdijk,Ellewoutsdijk,,NL,
1315,EWS,,,Van Ewijcksluis,Van Ewijcksluis,,NL,
1316,EX,,,Eext,Eext,,NL,
1317,FB,,,Fransche Brug (Haarlemmermeer),Fransche Brug (Haarlemmermeer),,NL,
1319,FD,,,Ferwerd,Ferwerd,,NL,
1321,FK,,,Finkum,Finkum,,NL,
1322,FLV,,,Flevolijn (hele gebied),Flevolijn (hele gebied),,NL,
1323,FNAV,,,Frankfurt Flughafen,Frankfurt Flughafen,,D,
1324,FNH,,,Franeker halte,Franeker halte,,NL,
1325,FOWPL,,,Feijenoord Lijnwerkplaats,Feijenoord Lijnwerkplaats,,NL,
1326,FSZ,,,Zelzate (België),Zelzate (België),,BE,
1327,FVSG,,,Visé grens (België),Visé grens (België),,BE,
1328,GAV,,,Gasselternijveen,Gasselternijveen,,NL,
1329,GB,,,Groesbeek,Groesbeek,,NL,
1331,GDMA,,,Geldermalsen aansluiting,Geldermalsen aansluiting,,NL,
1332,GDO,,,Gouda Oost,Gouda Oost,,NL,
1333,GF,,,Geffen (sch,Geffen (sch,,NL,
1369,AWHVG,,,Amsterdam Westhaven (voorheen Awhv),Amsterdam Westhaven (voorheen Awhv),,NL,
1372,BDL,,,Budel,Budel,,NL,
1373,BDLG,,,Budel (grens),Budel (grens),,NL,
1383,BKH,,,Den Haag Binckhorst,Den Haag Binckhorst,,NL,
1385,BKO,,,Boekelo,Boekelo,,NL,
1392,BND,,,Barneveld Dorp (nu Bnc),Barneveld Dorp (nu Bnc),,NL,
1404,BTS,,,Britsum,Britsum,,NL,
1407,BZM,,,Blauwe Zoom (vroeger Hbzm),Blauwe Zoom (vroeger Hbzm),,NL,
1409,CHV,,,Amsterdam Coenhaven,Amsterdam Coenhaven,,NL,
1414,CR,,,Crailoo,Crailoo,,NL,
1415,CRA,,,Crailoo aansluiting,Crailoo aansluiting,,NL,
1416,CSH,,,Colmschate,Colmschate,,NL,
1417,CV,,,Kleve (Duitsland),Kleve (Duitsland),,D,
1425,DGR,,,Amsterdam Dijksgracht,Amsterdam Dijksgracht,,NL,
1426,DHW,,,Driehuis-Westerveld,Driehuis-Westerveld,,NL,
1427,DKM,,,Dokkum-Aalsum,Dokkum-Aalsum,,NL,
1433,DNK,,,Denekamp,Denekamp,,NL,
1441,DTCW,,,Doetinchem West,Doetinchem West,,NL,
1442,DTZ,,,Delft Zuid,Delft Zuid,,NL,
1446,DVA,,,Duivendrecht aansluiting,Duivendrecht aansluiting,,NL,
1456,EDNG,,,Eijsden (grens),Eijsden (grens),,NL,
1458,EHB,,,Eindhoven Beukenlaan (nu Ehs),Eindhoven Beukenlaan (nu Ehs),,NL,
1466,EMNB,,,Emmen Bargeres,Emmen Bargeres,,NL,
1468,ERP,,,Europoort,Europoort,,NL,
1470,ESD,,,Enschede Drienerlo (nu Esk),Enschede Drienerlo (nu Esk),,NL,
1476,FO,,,Rotterdam Feijenoord,Rotterdam Feijenoord,,NL,
1483,GDK,,,Geerdijk,Geerdijk,,NL,
1486,GG,,,Gronau grens,Gronau grens,,NL,
1487,GHA,,,'s-Gravenpolder-'s-Heer Abtskerke,'s-Gravenpolder-'s-Heer Abtskerke,,NL,
1488,GHBR,,,Grote Heycopbrug (bij Bkl) (over de Kerkevaart),Grote Heycopbrug (bij Bkl) (over de Kerkevaart),,NL,
1489,GHE,,,Amsterdam Gemeentelijk Handelsentrepot,Amsterdam Gemeentelijk Handelsentrepot,,NL,
1490,GI,,,Gildehaus (schakelstation) (Duitsland),Gildehaus (schakelstation) (Duitsland),,D,
1492,GKA,,,Grijpskerk aansluiting,Grijpskerk aansluiting,,NL,
1493,GKG,,,Gekkengraaf (onderstation),Gekkengraaf (onderstation),,NL,
1494,GKGF,,,Gekkengraaf (spooraansluiting railterminal Greenport),Gekkengraaf (spooraansluiting railterminal Greenport),,NL,
1495,GLE,,,Geulle (schakelstation),Geulle (schakelstation),,NL,
1498,GNBR,,,Geinbrug (bij Ac),Geinbrug (bij Ac),,NL,
1500,GNE,,,Groningen Eemskanaal,Groningen Eemskanaal,,NL,
1501,GNL,,,Groningen Losplaats,Groningen Losplaats,,NL,
1503,GNNTM,,,Groningen raccordement NTM,Groningen raccordement NTM,,NL,
1506,GPDA,,,Gaasperdammerweg aansluiting,Gaasperdammerweg aansluiting,,NL,
1508,GRBR,,,Grote Brug (over de Oude Maas bij Dordrecht),Grote Brug (over de Oude Maas bij Dordrecht),,NL,
1509,GRD,,,Gorredijk,Gorredijk,,NL,
1510,GRO,,,Groenekan Oost,Groenekan Oost,,NL,
1511,GRS,,,Greuns (brug bij Lw),Greuns (brug bij Lw),,NL,
1512,GRV,,,Grave,Grave,,NL,
1513,GRVN,,,Griendtsveen (overloopwissels),Griendtsveen (overloopwissels),,NL,
1514,GRW,,,Groenekan West,Groenekan West,,NL,
1516,GSL,,,Gorssel (schakelstation),Gorssel (schakelstation),,NL,
1518,GVB,,,Den Haag Beatrixkwartier (vroeger Laa),Den Haag Beatrixkwartier (vroeger Laa),,NL,
1520,GVL,,,Den Haag Loosduinseweg,Den Haag Loosduinseweg,,NL,
1523,GVN,,,Den Haag Noord (onderstation),Den Haag Noord (onderstation),,NL,
1524,GVO,,,Den Haag Oost (onderstation),Den Haag Oost (onderstation),,NL,
1525,GVR,,,Den Haag Rhijnspoor later Staatsspoor (nu Gvc),Den Haag Rhijnspoor later Staatsspoor (nu Gvc),,NL,
1527,GWB,,,Gouwebrug (bij Apn),Gouwebrug (bij Apn),,NL,
1528,GWBR,,,Gouwebrug (bij Wad),Gouwebrug (bij Wad),,NL,
1529,GWS,,,Gouwsluis (Haarlemmermeer),Gouwsluis (Haarlemmermeer),,NL,
1530,GWT,,,Ganzewater (brug bij Ledn),Ganzewater (brug bij Ledn),,NL,
1532,GZVE,,,Gilze-Rijen raccordement Vijf Eiken,Gilze-Rijen raccordement Vijf Eiken,,NL,
1533,GZVEA,,,Gilze-Rijen raccordement Vijf Eiken aansluiting,Gilze-Rijen raccordement Vijf Eiken aansluiting,,NL,
1534,HA,,,'s-Heer Arendskerke,'s-Heer Arendskerke,,NL,
1535,HAT,,,'s-Heer Arendskerke Tram,'s-Heer Arendskerke Tram,,NL,
1537,HAK,,,De Haak (onderstation),De Haak (onderstation),,NL,
1538,HAL,,,Haarle,Haarle,,NL,
1539,HAN,,,Haanrade,Haanrade,,NL,
1540,HANG,,,Haanrade (grens),Haanrade (grens),,NL,
1541,HANL,,,Haanrade raccordement Laurametaal,Haanrade raccordement Laurametaal,,NL,
1542,HAR,,,De Haar aansluiting (tot 1926 stopplaats),De Haar aansluiting (tot 1926 stopplaats),,NL,
1543,HARN,,,Haaren (schakelstation),Haaren (schakelstation),,NL,
1545,HBG,,,Haaksbergen,Haaksbergen,,NL,
1547,HCL,,,Harculo raccordement,Harculo raccordement,,NL,
1552,HDL,,,Hedel,Hedel,,NL,
1553,HDP,,,Hoendiep (brug bij Gn),Hoendiep (brug bij Gn),,NL,
1555,HDRH,,,Den Helder Haven,Den Helder Haven,,NL,
1557,HDV,,,Hooglanderveen (schakelstation),Hooglanderveen (schakelstation),,NL,
1558,HEA,,,Herfte aansluiting,Herfte aansluiting,,NL,
1559,HEAS,,,Herfte aansluiting (schakelstation),Herfte aansluiting (schakelstation),,NL,
1560,HEL,,,Hellendoorn,Hellendoorn,,NL,
1561,HE,,,Hem,Hem,,NL,
1562,HEV,,,Herfte,Herfte,,NL,
1563,HF,,,De Hoef (Haarlemmermeer),De Hoef (Haarlemmermeer),,NL,
1565,HFDM,,,Hoofddorp middenspoor,Hoofddorp middenspoor,,NL,
1566,HFDO,,,Hoofddorp opstelterrein,Hoofddorp opstelterrein,,NL,
1567,HG,,,Haarlem goederenstation,Haarlem goederenstation,,NL,
1568,HGBR,,,Hoogeveense Vaartbrug (bij Mp),Hoogeveense Vaartbrug (bij Mp),,NL,
1569,HGHOEN,,,Haarlem goederenraccordement Hoenderdos,Haarlem goederenraccordement Hoenderdos,,NL,
1571,HGLAKZ,,,Hengelo raccordement AKZO,Hengelo raccordement AKZO,,NL,
1574,HGLTWC,,,Hengelo raccordement Twentse Centrale,Hengelo raccordement Twentse Centrale,,NL,
1575,HGLVS,,,Hengelo verdeelstation,Hengelo verdeelstation,,NL,
1577,HGVAM,,,Haarlem goederenraccordement VAM,Haarlem goederenraccordement VAM,,NL,
1578,HGVS,,,Hooge Vuursche (onderstation),Hooge Vuursche (onderstation),,NL,
1579,HGWBR,,,Hoge Gouwebrug (Gd),Hoge Gouwebrug (Gd),,NL,
1581,HGZSIL,,,Hoogezand-Sappemeer raccordement Silenka,Hoogezand-Sappemeer raccordement Silenka,,NL,
1582,HH,,,Hulshorst,Hulshorst,,NL,
1583,HHK,,,'s-Heer Hendrikskinderen,'s-Heer Hendrikskinderen,,NL,
1584,HHL,,,Hooghalen (schakelstation),Hooghalen (schakelstation),,NL,
1585,HHN,,,Heijerhoeven,Heijerhoeven,,NL,
1586,HHV,,,Amsterdam Houthaven,Amsterdam Houthaven,,NL,
1588,HJD,,,Heerjansdam (onderstation),Heerjansdam (onderstation),,NL,
1590,HKB,,,Herkenbosch,Herkenbosch,,NL,
1591,HKD,,,Hazerswoude-Koudekerk a/d Rijn (schakelstation),Hazerswoude-Koudekerk a/d Rijn (schakelstation),,NL,
1592,HKDP,,,Hekendorp (schakelstation),Hekendorp (schakelstation),,NL,
1593,HKK,,,Hoedekenskerke,Hoedekenskerke,,NL,
1594,HKP,,,Hekendorp (vroegere stopplaats),Hekendorp (vroegere stopplaats),,NL,
1596,HKZ,,,Heinkenszand,Heinkenszand,,NL,
1597,HL,,,Hengelo GOLS,Hengelo GOLS,,NL,
1598,HLB,,,Hillegersberg,Hillegersberg,,NL,
1599,HLBA,,,Hillegersberg aansluiting,Hillegersberg aansluiting,,NL,
1600,HLD,,,Hoek van Holland Haven,Hoek van Holland Haven,,NL,
1601,HLDS,,,Hoek van Holland Strand,Hoek van Holland Strand,,NL,
1603,HLGA,,,Harlingen aansluiting,Harlingen aansluiting,,NL,
1604,HLGGE,,,Harlingen goederenemplacement,Harlingen goederenemplacement,,NL,
1606,HLL,,,Hallum,Hallum,,NL,
1608,HLMKR,,,Haarlem Kruis (kruising in verbindingsboog met lijn naar Zvt),Haarlem Kruis (kruising in verbindingsboog met lijn naar Zvt),,NL,
1610,HLMVAM,,,Haarlem raccordement VAM,Haarlem raccordement VAM,,NL,
1611,HLMW,,,Haarlem Hoofdwerkplaats (wgl-groep),Haarlem Hoofdwerkplaats (wgl-groep),,NL,
1612,HLMWPH,,,Haarlem Hoofdwerkplaats,Haarlem Hoofdwerkplaats,,NL,
1613,HLN,,,Haelen,Haelen,,NL,
1615,HLTB,,,Holterbroek,Holterbroek,,NL,
1616,HLV,,,Helenaveen (schakelstation),Helenaveen (schakelstation),,NL,
1617,HLW,,,Holwerd,Holwerd,,NL,
1621,HMLA,,,Harmelen aansluiting,Harmelen aansluiting,,NL,
1622,HMLBA,,,Harmelen-Breukelen aansluiting,Harmelen-Breukelen aansluiting,,NL,
1623,HMLVA,,,Harmelen-Vleuten aansluiting,Harmelen-Vleuten aansluiting,,NL,
1625,HMTA,,,Hemtunnel aansluiting,Hemtunnel aansluiting,,NL,
1627,HNA,,,Hoorn aansluiting,Hoorn aansluiting,,NL,
1629,HNKO,,,Hoorn Kersenboogerd Opstelterrein,Hoorn Kersenboogerd Opstelterrein,,NL,
1632,HNT,,,Hantum,Hantum,,NL,
1633,HOK,,,Hoek,Hoek,,NL,
1636,HOV,,,Hoge Vaart (schakelstation),Hoge Vaart (schakelstation),,NL,
1637,HP,,,Houtenschepad (vroegere stopplaats tussen Ut en Bnk),Houtenschepad (vroegere stopplaats tussen Ut en Bnk),,NL,
1639,HRD,,,Heerde,Heerde,,NL,
1640,HRH,,,'s-Heerenhoek,'s-Heerenhoek,,NL,
1641,HRIJ (HRY),,,Heerenveen IJsstadion,Heerenveen IJsstadion,,NL,
1643,HRLA,,,Heerlen aansluiting,Heerlen aansluiting,,NL,
1644,HRLKOP,,,Heerlen raccordement Glasmij/Koppen,Heerlen raccordement Glasmij/Koppen,,NL,
1645,HRM,,,Van Harinxmakanaal (brug Lw - Drp/Mg),Van Harinxmakanaal (brug Lw - Drp/Mg),,NL,
1646,HRMK,,,Van Harinxmakanaal (brug Lw - Gw),Van Harinxmakanaal (brug Lw - Gw),,NL,
1648,HRNA,,,Haren aansluiting,Haren aansluiting,,NL,
1649,HRO,,,Haarlo,Haarlo,,NL,
1650,HRP,,,Amsterdam Houtrakpolder,Amsterdam Houtrakpolder,,NL,
1651,HRPA,,,Amsterdam Houtrakpolder aansluiting,Amsterdam Houtrakpolder aansluiting,,NL,
1653,HSBDA,,,HSL Breda aansluiting,HSL Breda aansluiting,,NL,
1654,HSBDG,,,HSL Breda grens,HSL Breda grens,,NL,
1655,HSBDGO,,,HSL Breda grens overloopwissels,HSL Breda grens overloopwissels,,NL,
1656,HSBRDO,,,HSL Barendrecht overloopwissels,HSL Barendrecht overloopwissels,,NL,
1657,HSGHT,,,HSL Groene-Harttunnel,HSL Groene-Harttunnel,,NL,
1658,HSGHTN,,,HSL Groene-Harttunnel noord,HSL Groene-Harttunnel noord,,NL,
1659,HSGHTZ,,,HSL Groene-Harttunnel zuid,HSL Groene-Harttunnel zuid,,NL,
1660,HSHFDO,,,HSL Hoofddorp overloopwissels,HSL Hoofddorp overloopwissels,,NL,
1661,HSHMDO,,,HSL Hoogmade overloopwissels,HSL Hoogmade overloopwissels,,NL,
1662,HSRTDT,,,HSL Rotterdam tunnel,HSL Rotterdam tunnel,,NL,
1663,HSRTDV,,,HSL Rotterdam viaduct,HSL Rotterdam viaduct,,NL,
1664,HSVBW,,,HSL Viaduct Bleiswijk,HSL Viaduct Bleiswijk,,NL,
1665,HSZHA,,,HSL Zevenbergschehoek aansluiting,HSL Zevenbergschehoek aansluiting,,NL,
1667,HTB,,,Hattemerbroek (schakelstation) (tot 1946 station),Hattemerbroek (schakelstation) (tot 1946 station),,NL,
1668,HTBA,,,Hattemerbroek aansluiting (aansluiting Hanzelijn op Veluwelijn),Hattemerbroek aansluiting (aansluiting Hanzelijn op Veluwelijn),,NL,
1669,HTDA,,,'s-Hertogenbosch Diezebrug aansluiting,'s-Hertogenbosch Diezebrug aansluiting,,NL,
1670,HTH,,,Huis ter Heide (spoorlijn Bilthoven-Zeist),Huis ter Heide (spoorlijn Bilthoven-Zeist),,NL,
1671,HTM,,,Hattem (onderstation) (tot 1950 station),Hattem (onderstation) (tot 1950 station),,NL,
1672,HTMU,,,Herstelpunt Tractie & Materieel Utrecht (later Utdd),Herstelpunt Tractie & Materieel Utrecht (later Utdd),,NL,
1675,HTNWW,,,Houten werkwissel (tussen Htn en Utl) (tijdelijk t/m maart 2016),Houten werkwissel (tussen Htn en Utl) (tijdelijk t/m maart 2016),,NL,
1677,HU,,,Hijum,Hijum,,NL,
1678,HUL,,,Hulst,Hulst,,NL,
1679,HV,,,Helvoirt (schakelstation),Helvoirt (schakelstation),,NL,
1680,HVBR,,,Haven (brug bij Mss),Haven (brug bij Mss),,NL,
1682,HVLB,,,Havelterberg,Havelterberg,,NL,
1683,HVN,,,Hoeven (onderstation),Hoeven (onderstation),,NL,
1686,HVSN,,,Hilversum Noord (tot 1989 Hilversum NOS sinds december 2013 Hvsm),Hilversum Noord (tot 1989 Hilversum NOS sinds december 2013 Hvsm),,NL,
1688,HVSPL,,,Havenspoorlijn,Havenspoorlijn,,NL,
1689,HWTF,,,Halfweg racc Textielfabrikanten Verkoopcombinatie,Halfweg racc Textielfabrikanten Verkoopcombinatie,,NL,
1690,HVVB,,,Hoogeveense Vaartbrug (bij Na),Hoogeveense Vaartbrug (bij Na),,NL,
1691,HW,,,Halfweg,Halfweg,,NL,
1693,HWZW,,,Halfweg-Zwanenburg (vanaf 2012),Halfweg-Zwanenburg (vanaf 2012),,NL,
1697,HZL,,,Hooge Zwaluwe,Hooge Zwaluwe,,NL,
1698,ID,,,Idaard-Roodahuizem (schakelstation),Idaard-Roodahuizem (schakelstation),,NL,
1699,IHR,,,Ihrhove (Duitsland),Ihrhove (Duitsland),,D,
1700,IJBRZL,,,IJsselbrug Zwolle (dienstregelingpunt is nu Htba),IJsselbrug Zwolle (dienstregelingpunt is nu Htba),,NL,
1701,IJBWW,,,IJsselbrug Westervoort Westzijde,IJsselbrug Westervoort Westzijde,,NL,
1702,IJBZ,,,IJsselbrug Zutphen,IJsselbrug Zutphen,,NL,
1703,IJBZA,,,IJsselbrug Zutphen aansluiting,IJsselbrug Zutphen aansluiting,,NL,
1704,IJKD,,,IJkade (Amsterdam),IJkade (Amsterdam),,NL,
1705,IJM,,,IJmuiden,IJmuiden,,NL,
1706,IJMC,,,IJmuiden Casembrootstraat,IJmuiden Casembrootstraat,,NL,
1707,IJSM,,,IJsselmonde Rangeerterrein,IJsselmonde Rangeerterrein,,NL,
1708,IJSMA,,,IJsselmonde Rangeerterrein aansluiting,IJsselmonde Rangeerterrein aansluiting,,NL,
1710,IJW,,,IJweg (Haarlemmermeer),IJweg (Haarlemmermeer),,NL,
1711,IP,,,Ilpendam (onderstation),Ilpendam (onderstation),,NL,
1712,IPR,,,Iepenrode,Iepenrode,,NL,
1713,JLP,,,Jollenpad,Jollenpad,,NL,
1714,JN,,,Junne (schakelstation),Junne (schakelstation),,NL,
1715,JOU,,,Joure,Joure,,NL,
1716,JS,,,Jelsum,Jelsum,,NL,
1718,KBFL,,,Köln Bonn Flughafen,Köln Bonn Flughafen,,D,
1722,KBW,,,Koog aan de Zaan (vroeger Koog Bloemwijk),Koog aan de Zaan (vroeger Koog Bloemwijk),,NL,
1723,KD,,,Knardijk (schakelstation),Knardijk (schakelstation),,NL,
1724,KDK,,,Kwadijk (onderstation),Kwadijk (onderstation),,NL,
1725,KDM,,,Kwadendamme,Kwadendamme,,NL,
1727,KE,,,Kethel (schakelstation),Kethel (schakelstation),,NL,
1728,KEL,,,Kelpen (schakelstation),Kelpen (schakelstation),,NL,
1729,KFH,,,Kijfhoek,Kijfhoek,,NL,
1730,KFHAN,,,Kijfhoek aansluiting Noord,Kijfhoek aansluiting Noord,,NL,
1731,KFHAZ,,,Kijfhoek aansluiting Zuid,Kijfhoek aansluiting Zuid,,NL,
1732,KG,,,Koekange,Koekange,,NL,
1733,KGS,,,Koegrasbrug (Noordhollandskanaal tussen Hdrz en Ana),Koegrasbrug (Noordhollandskanaal tussen Hdrz en Ana),,NL,
1734,KHBR,,,Koningshavenbrug,Koningshavenbrug,,NL,
1735,KINK,,,Kinkempois (België),Kinkempois (België),,BE,
1736,KJL,,,Kalfjeslaan (Haarlemmermeer),Kalfjeslaan (Haarlemmermeer),,NL,
1738,KKG,,,Kerkweg (Haarlemmermeer),Kerkweg (Haarlemmermeer),,NL,
1744,KNK,,,Amsterdam Koenenkade (Haarlemmermeer),Amsterdam Koenenkade (Haarlemmermeer),,NL,
1745,KNW,,,Kanaalweg (Haarlemmermeer),Kanaalweg (Haarlemmermeer),,NL,
1746,KO,,,Kootwijk (onderstation),Kootwijk (onderstation),,NL,
1747,KOB,,,Kobenhavn Hovedb,Kobenhavn Hovedb,,NL,
1750,KPNZOO,,,(idem overloopwissels oost),(idem overloopwissels oost),,NL,
1751,KPNZOW,,,(idem overloopwissels west),(idem overloopwissels west),,NL,
1752,KPZ,,,Kampen Zuid (tot 1934),Kampen Zuid (tot 1934),,NL,
1753,KR,,,Het Klifrak (brug bij Wk),Het Klifrak (brug bij Wk),,NL,
1754,KRAG,,,Kragge,Kragge,,NL,
1755,KRAGA,,,Kragge aansluiting,Kragge aansluiting,,NL,
1757,KRDV,,,Kerkrade Vink,Kerkrade Vink,,NL,
1758,KRDZ,,,Kerkrade ZLSM,Kerkrade ZLSM,,NL,
1760,KRW,,,Kerkrade West (nu Sph),Kerkrade West (nu Sph),,NL,
1761,KSL,,,Karselaan (Haarlemmermeer),Karselaan (Haarlemmermeer),,NL,
1762,KSP,,,Kruispunt Blauwkapel (seinpost tot 1944),Kruispunt Blauwkapel (seinpost tot 1944),,NL,
1763,KTD,,,Kattendijke,Kattendijke,,NL,
1764,KTG,,,Kloetinge,Kloetinge,,NL,
1765,KTP,,,Kloetinge Postweg,Kloetinge Postweg,,NL,
1767,KV,,,Keverdijk aansluiting (schakelstation),Keverdijk aansluiting (schakelstation),,NL,
1769,KWDA,,,Katwolde aansluiting (Zwolle),Katwolde aansluiting (Zwolle),,NL,
1770,KWL,,,De Kwakel (Haarlemmermeer),De Kwakel (Haarlemmermeer),,NL,
1772,KZD,,,Zaandijk Zaanse Schans (vroeger Koog Zaandijk),Zaandijk Zaanse Schans (vroeger Koog Zaandijk),,NL,
1773,LA,,,Loolaan aansluiting NAM,Loolaan aansluiting NAM,,NL,
1775,LAK,,,Lunetten aansluiting kruispunt (nu Utza),Lunetten aansluiting kruispunt (nu Utza),,NL,
1776,LAR,,,Laarwald (Duitsland),Laarwald (Duitsland),,D,
1777,LB,,,Liesbosch (stopplaats 1874-1934),Liesbosch (stopplaats 1874-1934),,NL,
1779,LD,,,Leiden goederenstation,Leiden goederenstation,,NL,
1780,LDD,,,Leidschendam,Leidschendam,,NL,
1781,LDH,,,Leiden Heerensingel (Haarlemmermeer),Leiden Heerensingel (Haarlemmermeer),,NL,
1784,LDT,,,Liendert,Liendert,,NL,
1785,LDV,,,Leidschendam-Voorburg,Leidschendam-Voorburg,,NL,
1786,LDVA,,,Leidschendam-Voorburg aansluiting,Leidschendam-Voorburg aansluiting,,NL,
1787,LDVWPL,,,Leidschendam Lijnwerkplaats,Leidschendam Lijnwerkplaats,,NL,
1790,LEK,,,Lekbrug,Lekbrug,,NL,
1791,LEY,,,Zoetermeer De Leyens,Zoetermeer De Leyens,,NL,
1793,LGK,,,Langkamp,Langkamp,,NL,
1795,LIN,,,Linne aansluiting,Linne aansluiting,,NL,
1796,LIS,,,Lisse,Lisse,,NL,
1797,LKG,,,Leekerweg,Leekerweg,,NL,
1799,LLSO,,,Lelystad opstelterrein,Lelystad opstelterrein,,NL,
1800,LLSOW,,,Lelystad overloopwissels,Lelystad overloopwissels,,NL,
1801,LLSSTB,,,Lelystad Centrum-Swifterbant,Lelystad Centrum-Swifterbant,,NL,
1802,LLSZ,,,Lelystad Zuid,Lelystad Zuid,,NL,
1803,LLSZO,,,Lelystad Zuid overloopwissels,Lelystad Zuid overloopwissels,,NL,
1806,LMP,,,Legmeerpolder (Haarlemmermeer),Legmeerpolder (Haarlemmermeer),,NL,
1807,LMV,,,Lemelerveld,Lemelerveld,,NL,
1808,LN,,,Utrecht Lunetten (stopplaats bij Lak 1873-1932),Utrecht Lunetten (stopplaats bij Lak 1873-1932),,NL,
1809,LNB,,,Lijnbaan (Haarlemmermeer),Lijnbaan (Haarlemmermeer),,NL,
1810,LND,,,Linderte,Linderte,,NL,
1811,LNG,,,Linne Grinderij,Linne Grinderij,,NL,
1812,LNN,,,Loenen,Loenen,,NL,
1813,LNP,,,Neerpelt (België),Neerpelt (België),,BE,
1814,LO,,,Het Loo,Het Loo,,NL,
1816,LPE,,,Liempde,Liempde,,NL,
1817,LPEV,,,Liempde Velder,Liempde Velder,,NL,
1818,LPO,,,Legerplaats Oldenbroek (schakelstation),Legerplaats Oldenbroek (schakelstation),,NL,
1819,LR,,,Laren-Almen,Laren-Almen,,NL,
1820,LSD,,,Leusden,Leusden,,NL,
1821,LSDM,,,Leidschendam (onderstation),Leidschendam (onderstation),,NL,
1822,LSN,,,Lelystad Noord (onderstation),Lelystad Noord (onderstation),,NL,
1823,LSO,,,Laag Soeren,Laag Soeren,,NL,
1824,LST,,,Laarstraat (schakelstation),Laarstraat (schakelstation),,NL,
1825,LSZ,,,Lelystad Zuid (onderstation),Lelystad Zuid (onderstation),,NL,
1826,LTM,,,Lottum,Lottum,,NL,
1829,LUN,,,Utrecht Lunetten (later Ln),Utrecht Lunetten (later Ln),,NL,
1830,LUR,,,Leur (stopplaats 1912-1938),Leur (stopplaats 1912-1938),,NL,
1832,LUTA,,,Lutterade aansluiting,Lutterade aansluiting,,NL,
1833,LUTDSM,,,Lutterade raccordement DSM,Lutterade raccordement DSM,,NL,
1834,LUX,,,Luxembourg,Luxembourg,,NL,
1835,LV,,,Lage Vaart (schakelstation),Lage Vaart (schakelstation),,NL,
1838,LWD,,,Lewedorp (schakelstation),Lewedorp (schakelstation),,NL,
1839,LWG,,,Langeweg (schakelstation),Langeweg (schakelstation),,NL,
1840,LWH,,,Leeuwarden Halte,Leeuwarden Halte,,NL,
1841,LWKS,,,Schekenschans,Schekenschans,,NL,
1842,LWPTI,,,Leeuwarden raccordement PTI,Leeuwarden raccordement PTI,,NL,
1843,LWSKS,,,Leeuwarden raccordement Schenkenschans,Leeuwarden raccordement Schenkenschans,,NL,
