Stations,AC,ACO,AH,AHP,AHPR,AHZ,AKM,ALM,ALMB,ALMM,ALMO,ALMP,AMA,AMF,AMFGA,AMFS,AMFVA,AML,AMPO,AMR,AMRI,AMRN,ANA,APD,APDA,APDO,APG,APN,ARN,ASA,ASB,ASD,ASDL,ASDM,ASDWPL,ASDZ,ASHD,ASN,ASS,ASSP,ATN,AWH,AWHVG,BD,BDE,BDG,BDM,BDPB,BET,BF,BGN,BH,BHV,BK,BKF,BKG,BKL,BKLA,BL,BLL,BLOA,BMN,BMR,BN,BNC,BNK,BNN,BNV,BNVA,BNZ,BOT,BP,BR,BRD,BRDA,BRDVA,BRGND,BRGRO,BRN,BRNA,BRPPD,BSK,BSMZ,BTL,BV,BVHC,BZL,CAS,CK,CL,CO,CPS,CRAO,CRAW,CVM,DA,DB,DDM,DDN,DDR,DDZD,DEI,DGRW,DID,DL,DLD,DLN,DMN,DMNZ,DN,DR,DRH,DRON,DRP,DT,DTC,DTCP,DV,DVC,DVD,DVGE,DVN,DVNK,DZ,EC,ED,EDC,EGHM,EHB,EHV,EKZ,EML,EMN,EMNZ,ERP,ES,ESK,EST,FN,GBG,GD,GDG,GDM,GDR,GERP,GK,GLN,GN,GNN,GO,GP,GPDA,GR,GS,GV,GVC,GVM,GVMW,GW,GZ,HAD,HBTH,HD,HDB,HDE,HDG,HDL,HDR,HDRZ,HFD,HGL,HGLO,HGV,HGZ,HIL,HK,HKS,HLG,HLGH,HLM,HLMS,HLO,HM,HMBV,HMLA,HMLBA,HN,HNK,HNO,HNP,HON,HOR,HR,HRL,HRLW,HRN,HRT,HSAL,HT,HTDA,HTN,HTNC,HTO,HVL,HVS,HVSM,HVSP,HWD,HWZB,HZE,IJT,KBD,KBK,KFH,KFHAN,KFHAZ,KLP,KMA,KMR,KPN,KRD,KRG,KTR,KV,KW,KZ,LAA,LC,LDL,LDM,LEDN,LEK,LG,LLS,LP,LTN,LTV,LUT,LW,MAS,MBTWAN,MBTWAZ,MDA,MDB,MDK,MDO,MDSA,MES,MG,MMLH,MP,MRB,MRN,MT,MTH,MTN,MVT,MZ,NA,NDB,NH,NKK,NM,NMD,NMH,NML,NS,NSCH,NVD,NVP,NWK,O,OBD,ODB,ODS,ODZ,OMN,OST,OT,OTB,OVN,OW,OZBM,PMO,PMR,PMW,PS,PT,RAI,RAT,RB,RD,RH,RHEINE,RHN,RL,RLB,RM,RS,RSD,RSN,RSW,RTA,RTB,RTD,RTN,RTNG,RTNGO,RTNGW,RTST,RTZ,RV,RVS,RWHV,SALZBERGEN,SBG,SBK,SD,SDA,SDM,SDN,SDT,SGN,SHL,SK,SLOE,SLOHST,SM,SN,SPA,SPM,SPTN,SPTZ,SRN,SSH,ST,STD,STM,STO,STV,STZ,SWD,SWK,TB,TBG,TBGE,TBI,TBR,TBU,TG,TL,TPSW,TWL,UST,UT,UTG,UTLN,UTLR,UTM,UTO,UTOA,UTT,UTVR,UTZA,UTZL,VB,VD,VDM,VG,VGA,VH,VK,VL,VLB,VNDC,VNDW,VP,VRY,VS,VSPA,VSS,VST,VSV,VTBR,VTN,VWD,WAD,WC,WD,WDN,WF,WGMO,WGMW,WH,WK,WL,WM,WP,WS,WSM,WT,WTV,WV,WW,WZ,ZA,ZB,ZBM,ZD,ZH,ZL,ZLSH,ZLW,ZP,ZST,ZTM,ZTMO,ZV,ZVB,ZVT,ZWD,ZZS
KFH,57,56,0,0,0,0,0,0,0,0,0,0,63,65,64,0,63,153,0,0,153,0,0,103,104,106,227,0,0,0,59,65,0,64,66,0,58,0,65,64,0,66,66,29,0,0,0,0,0,0,0,184,54,0,0,0,47,47,0,64,51,0,0,157,0,0,0,79,78,0,21,0,0,4,6,6,16,29,64,64,9,0,63,0,73,73,0,0,0,46,0,14,61,62,0,0,0,63,0,0,0,0,65,0,0,57,0,63,61,0,0,69,0,0,0,0,0,118,121,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,23,23,47,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,35,0,184,0,0,0,0,47,0,0,0,158,160,0,0,0,0,0,0,0,63,62,0,0,0,39,41,0,0,0,0,135,0,0,0,0,0,0,197,51,51,46,46,0,70,60,61,0,0,63,0,0,0,0,0,3,3,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,47,46,22,0,0,20,63,0,0,0,0,0,0,0,0,0,42,0,0,64,0,0,0,0,0,0,0,0,0,0,16,0,0,0,65,169,0,0,0,0,0,0,46,0,0,0,16,0,0,0,0,0,0,201,0,0,7,0,0,0,142,0,14,13,14,15,15,14,15,9,10,0,0,13,197,197,0,0,0,0,60,0,0,0,0,0,0,0,0,120,0,68,66,0,0,0,0,0,85,0,0,0,0,45,0,44,110,39,43,0,0,0,113,0,46,0,46,0,0,48,48,0,46,46,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,60,0,0,0,62,0,0,0,0,35,149,0,63,64,0,0,0,0,62,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KFHAN,56,55,0,0,0,0,0,0,0,0,0,0,63,65,64,0,63,153,0,0,154,0,0,104,105,107,226,0,0,0,58,63,0,62,64,0,57,0,63,62,0,65,65,31,0,0,0,0,0,0,0,184,54,0,0,0,46,46,0,62,51,0,0,157,0,0,0,79,79,0,19,0,0,1,3,3,18,31,63,63,11,0,62,0,71,71,0,0,0,47,0,12,61,62,0,0,0,62,0,0,0,0,64,0,0,57,0,62,60,0,0,67,0,0,0,0,0,118,121,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,21,22,48,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,38,0,184,0,0,0,0,49,0,0,0,159,161,0,0,0,0,0,0,0,60,60,0,0,0,39,41,0,0,0,0,136,0,0,0,0,0,0,197,53,53,46,46,0,71,60,60,0,0,61,0,0,0,0,3,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,48,48,20,0,0,19,62,0,0,0,0,0,0,0,0,0,39,0,0,63,0,0,0,0,0,0,0,0,0,0,14,0,0,0,64,170,0,0,0,0,0,0,48,0,0,0,13,0,0,0,0,0,0,202,0,0,5,0,0,0,143,0,12,10,11,12,12,12,12,6,8,0,0,10,197,197,0,0,0,0,60,0,0,0,0,0,0,0,0,120,0,65,64,0,0,0,0,0,86,0,0,0,0,48,0,46,112,42,46,0,0,0,114,0,46,0,46,0,0,48,48,0,46,46,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,58,0,0,0,61,0,0,0,0,35,150,0,62,62,0,0,0,0,61,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KFHAZ,56,55,0,0,0,0,0,0,0,0,0,0,63,65,64,0,63,153,0,0,154,0,0,104,105,107,226,0,0,0,58,63,0,62,64,0,57,0,63,62,0,65,65,31,0,0,0,0,0,0,0,184,54,0,0,0,46,46,0,62,51,0,0,157,0,0,0,79,79,0,19,0,0,1,3,3,18,31,63,63,11,0,62,0,71,71,0,0,0,47,0,12,61,62,0,0,0,62,0,0,0,0,64,0,0,57,0,62,60,0,0,67,0,0,0,0,0,118,121,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,21,22,48,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,38,0,184,0,0,0,0,49,0,0,0,159,161,0,0,0,0,0,0,0,60,60,0,0,0,39,41,0,0,0,0,136,0,0,0,0,0,0,197,53,53,46,46,0,71,60,60,0,0,61,0,0,0,0,3,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,48,48,20,0,0,19,62,0,0,0,0,0,0,0,0,0,39,0,0,63,0,0,0,0,0,0,0,0,0,0,14,0,0,0,64,170,0,0,0,0,0,0,48,0,0,0,13,0,0,0,0,0,0,202,0,0,5,0,0,0,143,0,12,10,11,12,12,12,12,6,8,0,0,10,197,197,0,0,0,0,60,0,0,0,0,0,0,0,0,120,0,65,64,0,0,0,0,0,86,0,0,0,0,48,0,46,112,42,46,0,0,0,114,0,46,0,46,0,0,48,48,0,46,46,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,58,0,0,0,61,0,0,0,0,35,150,0,62,62,0,0,0,0,61,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KLP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KPN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
KRD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KTR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KV,8,7,0,0,0,0,0,0,0,0,0,0,24,25,24,0,24,107,0,0,108,0,0,61,62,63,165,0,0,0,10,16,0,13,18,0,9,0,20,11,0,20,20,81,0,0,0,0,0,0,0,141,20,0,0,0,15,16,0,33,20,0,0,113,0,0,0,38,38,0,71,0,0,61,60,60,54,51,17,17,57,0,6,0,35,37,0,0,0,40,0,51,8,7,0,0,0,8,0,0,0,0,15,0,0,20,0,10,10,0,0,34,0,0,0,0,0,73,77,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,40,39,48,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,80,0,141,0,0,0,0,63,0,0,0,116,118,0,0,0,0,0,0,0,32,30,0,0,0,23,22,0,0,0,0,91,0,0,0,0,0,0,154,69,68,30,32,0,29,10,9,0,0,25,0,0,0,0,62,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,49,50,42,0,0,44,7,0,0,0,0,0,0,0,0,0,82,0,0,5,0,0,0,0,0,0,0,0,0,0,49,0,0,0,15,126,0,0,0,0,0,0,57,0,0,0,66,0,0,0,0,0,0,160,0,0,60,0,0,0,97,0,53,58,59,57,55,54,56,59,59,0,0,63,154,154,0,0,0,0,22,0,0,0,0,0,0,0,0,76,0,34,34,0,0,0,0,0,43,0,0,0,0,82,0,82,116,81,81,0,0,0,69,0,23,0,26,0,0,21,21,0,24,25,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,27,103,0,9,12,0,0,0,0,3,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2
LAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
