Stations,AC,ACO,AH,AHP,AHPR,AHZ,AKM,ALM,ALMB,ALMM,ALMO,ALMP,AMA,AMF,AMFGA,AMFS,AMFVA,AML,AMPO,AMR,AMRI,AMRN,ANA,APD,APDA,APDO,APG,APN,ARN,ASA,ASB,ASD,ASDL,ASDM,ASDWPL,ASDZ,ASHD,ASN,ASS,ASSP,ATN,AWH,AWHVG,BD,BDE,BDG,BDM,BDPB,BET,BF,BGN,BH,BHV,BK,BKF,BKG,BKL,BKLA,BL,BLL,BLOA,BMN,BMR,BN,BNC,BNK,BNN,BNV,BNVA,BNZ,BOT,BP,BR,BRD,BRDA,BRDVA,BRGND,BRGRO,BRN,BRNA,BRPPD,BSK,BSMZ,BTL,BV,BVHC,BZL,CAS,CK,CL,CO,CPS,CRAO,CRAW,CVM,DA,DB,DDM,DDN,DDR,DDZD,DEI,DGRW,DID,DL,DLD,DLN,DMN,DMNZ,DN,DR,DRH,DRON,DRP,DT,DTC,DTCP,DV,DVC,DVD,DVGE,DVN,DVNK,DZ,EC,ED,EDC,EGHM,EHB,EHV,EKZ,EML,EMN,EMNZ,ERP,ES,ESK,EST,FN,GBG,GD,GDG,GDM,GDR,GERP,GK,GLN,GN,GNN,GO,GP,GPDA,GR,GS,GV,GVC,GVM,GVMW,GW,GZ,HAD,HBTH,HD,HDB,HDE,HDG,HDL,HDR,HDRZ,HFD,HGL,HGLO,HGV,HGZ,HIL,HK,HKS,HLG,HLGH,HLM,HLMS,HLO,HM,HMBV,HMLA,HMLBA,HN,HNK,HNO,HNP,HON,HOR,HR,HRL,HRLW,HRN,HRT,HSAL,HT,HTDA,HTN,HTNC,HTO,HVL,HVS,HVSM,HVSP,HWD,HWZB,HZE,IJT,KBD,KBK,KFH,KFHAN,KFHAZ,KLP,KMA,KMR,KPN,KRD,KRG,KTR,KV,KW,KZ,LAA,LC,LDL,LDM,LEDN,LEK,LG,LLS,LP,LTN,LTV,LUT,LW,MAS,MBTWAN,MBTWAZ,MDA,MDB,MDK,MDO,MDSA,MES,MG,MMLH,MP,MRB,MRN,MT,MTH,MTN,MVT,MZ,NA,NDB,NH,NKK,NM,NMD,NMH,NML,NS,NSCH,NVD,NVP,NWK,O,OBD,ODB,ODS,ODZ,OMN,OST,OT,OTB,OVN,OW,OZBM,PMO,PMR,PMW,PS,PT,RAI,RAT,RB,RD,RH,RHEINE,RHN,RL,RLB,RM,RS,RSD,RSN,RSW,RTA,RTB,RTD,RTN,RTNG,RTNGO,RTNGW,RTST,RTZ,RV,RVS,RWHV,SALZBERGEN,SBG,SBK,SD,SDA,SDM,SDN,SDT,SGN,SHL,SK,SLOE,SLOHST,SM,SN,SPA,SPM,SPTN,SPTZ,SRN,SSH,ST,STD,STM,STO,STV,STZ,SWD,SWK,TB,TBG,TBGE,TBI,TBR,TBU,TG,TL,TPSW,TWL,UST,UT,UTG,UTLN,UTLR,UTM,UTO,UTOA,UTT,UTVR,UTZA,UTZL,VB,VD,VDM,VG,VGA,VH,VK,VL,VLB,VNDC,VNDW,VP,VRY,VS,VSPA,VSS,VST,VSV,VTBR,VTN,VWD,WAD,WC,WD,WDN,WF,WGMO,WGMW,WH,WK,WL,WM,WP,WS,WSM,WT,WTV,WV,WW,WZ,ZA,ZB,ZBM,ZD,ZH,ZL,ZLSH,ZLW,ZP,ZST,ZTM,ZTMO,ZV,ZVB,ZVT,ZWD,ZZS
HTDA,68,67,0,0,0,0,0,0,0,0,0,0,50,51,51,0,50,118,0,0,118,0,0,73,73,75,209,0,0,0,72,80,0,78,82,0,70,0,83,76,0,84,84,38,0,0,0,0,0,0,0,144,48,0,0,0,56,56,0,91,48,0,0,120,0,0,0,55,55,0,72,0,0,54,55,55,36,25,57,56,42,0,64,0,97,98,0,0,0,28,0,57,62,63,0,0,0,74,0,0,0,0,80,0,0,49,0,75,74,0,0,94,0,0,0,0,0,86,88,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,54,52,20,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,29,0,144,0,0,0,0,6,0,0,0,120,122,0,0,0,0,0,0,0,89,87,0,0,0,51,52,0,0,0,0,101,0,0,0,0,0,0,157,1,0,38,36,0,53,59,60,0,0,85,0,0,0,0,51,53,53,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,19,18,56,0,0,56,73,0,0,0,0,0,0,0,0,0,92,0,0,65,0,0,0,0,0,0,0,0,0,0,55,0,0,0,80,131,0,0,0,0,0,0,11,0,0,0,66,0,0,0,0,0,0,160,0,0,56,0,0,0,108,0,58,61,62,62,61,60,61,58,59,0,0,63,157,157,0,0,0,0,50,0,0,0,0,0,0,0,0,87,0,93,92,0,0,0,0,0,61,0,0,0,0,21,0,22,60,25,23,0,0,0,81,0,45,0,42,0,0,47,47,0,44,43,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,73,0,0,0,70,0,0,0,0,51,115,0,75,77,0,0,0,0,70,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTN,32,29,0,0,0,0,0,0,0,0,0,0,18,29,19,0,18,126,0,0,128,0,0,72,59,75,235,0,0,0,37,47,0,43,44,0,36,0,51,44,0,46,46,83,0,0,0,0,0,0,0,139,17,0,0,0,20,19,0,69,10,0,0,135,0,0,0,33,32,0,62,0,0,75,47,47,32,24,32,21,37,0,31,0,76,62,0,0,0,10,0,53,24,25,0,0,0,36,0,0,0,0,42,0,0,20,0,46,41,0,0,74,0,0,0,0,0,87,91,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,40,37,18,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,73,0,139,0,0,0,0,33,0,0,0,135,137,0,0,0,0,0,0,0,66,65,0,0,0,17,17,0,0,0,0,106,0,0,0,0,0,0,152,40,38,0,1,0,35,26,27,0,0,58,0,0,0,0,46,46,46,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,20,21,34,0,0,35,35,0,0,0,0,0,0,0,0,0,79,0,0,32,0,0,0,0,0,0,0,0,0,0,49,0,0,0,42,146,0,0,0,0,0,0,27,0,0,0,56,0,0,0,0,0,0,157,0,0,71,0,0,0,113,0,54,65,64,59,46,45,46,69,68,0,0,52,152,152,0,0,0,0,15,0,0,0,0,0,0,0,0,74,0,73,71,0,0,0,0,0,40,0,0,0,0,62,0,53,90,67,63,0,0,0,82,0,8,0,4,0,0,11,9,0,7,5,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,35,0,0,0,32,0,0,0,0,24,121,0,37,39,0,0,0,0,41,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTNC,33,31,0,0,0,0,0,0,0,0,0,0,19,30,20,0,19,127,0,0,129,0,0,73,59,76,236,0,0,0,38,48,0,44,46,0,37,0,52,45,0,48,48,82,0,0,0,0,0,0,0,139,18,0,0,0,21,21,0,70,11,0,0,136,0,0,0,33,33,0,62,0,0,75,47,47,32,22,33,22,37,0,32,0,77,64,0,0,0,9,0,54,26,27,0,0,0,38,0,0,0,0,44,0,0,21,0,47,42,0,0,75,0,0,0,0,0,88,92,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,41,38,17,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,72,0,139,0,0,0,0,31,0,0,0,136,138,0,0,0,0,0,0,0,67,66,0,0,0,19,18,0,0,0,0,107,0,0,0,0,0,0,152,39,36,1,0,0,36,27,28,0,0,59,0,0,0,0,46,46,46,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,18,19,35,0,0,36,37,0,0,0,0,0,0,0,0,0,80,0,0,33,0,0,0,0,0,0,0,0,0,0,50,0,0,0,44,147,0,0,0,0,0,0,25,0,0,0,57,0,0,0,0,0,0,157,0,0,72,0,0,0,114,0,55,66,65,60,46,45,47,70,69,0,0,52,152,152,0,0,0,0,16,0,0,0,0,0,0,0,0,74,0,74,72,0,0,0,0,0,40,0,0,0,0,61,0,51,88,66,62,0,0,0,83,0,9,0,5,0,0,12,11,0,8,7,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,37,0,0,0,34,0,0,0,0,25,122,0,39,41,0,0,0,0,42,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HTO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HVL,51,34,0,0,0,0,0,0,0,0,0,0,8,6,7,0,8,103,0,0,105,0,0,49,36,52,212,0,0,0,48,51,0,47,47,0,49,0,55,46,0,49,49,118,0,0,0,0,0,0,0,117,18,0,0,0,39,32,0,73,21,0,0,112,0,0,0,10,9,0,85,0,0,94,71,71,57,47,15,12,62,0,27,0,80,66,0,0,0,45,0,72,22,23,0,0,0,37,0,0,0,0,44,0,0,15,0,44,44,0,0,78,0,0,0,0,0,64,68,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,59,56,53,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,108,0,117,0,0,0,0,49,0,0,0,112,114,0,0,0,0,0,0,0,70,69,0,0,0,36,34,0,0,0,0,83,0,0,0,0,0,0,130,75,53,35,36,0,0,22,23,0,0,62,0,0,0,0,70,71,71,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,35,37,56,0,0,58,36,0,0,0,0,0,0,0,0,0,101,0,0,28,0,0,0,0,0,0,0,0,0,0,68,0,0,0,44,123,0,0,0,0,0,0,43,0,0,0,80,0,0,0,0,0,0,135,0,0,90,0,0,0,90,0,73,84,83,78,69,68,70,88,87,0,0,76,130,130,0,0,0,0,11,0,0,0,0,0,0,0,0,51,0,77,75,0,0,0,0,0,16,0,0,0,0,97,0,72,90,102,98,0,0,0,59,0,27,0,31,0,0,24,24,0,28,24,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,39,0,0,0,32,0,0,0,0,43,98,0,38,41,0,0,0,0,37,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HVS,31,14,0,0,0,0,0,0,0,0,0,0,14,16,14,0,14,113,0,0,115,0,0,59,55,62,222,0,0,0,26,29,0,25,28,0,27,0,33,24,0,30,30,109,0,0,0,0,0,0,0,135,21,0,0,0,30,14,0,51,12,0,0,122,0,0,0,30,29,0,71,0,0,85,59,59,50,44,7,8,53,0,5,0,58,47,0,0,0,36,0,63,2,4,0,0,0,18,0,0,0,0,25,0,0,19,0,22,22,0,0,56,0,0,0,0,0,74,78,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,50,47,44,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,99,0,135,0,0,0,0,54,0,0,0,122,124,0,0,0,0,0,0,0,48,47,0,0,0,21,19,0,0,0,0,93,0,0,0,0,0,0,148,66,59,26,27,0,22,0,1,1,0,40,0,0,0,0,60,60,60,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,40,42,42,0,0,43,17,0,0,0,0,0,0,0,0,0,85,0,0,6,0,0,0,0,0,0,0,0,0,0,59,0,0,0,25,133,0,0,0,0,0,0,48,0,0,0,66,0,0,0,0,0,0,153,0,0,81,0,0,0,100,0,64,75,74,69,55,54,56,79,78,0,0,63,148,148,0,0,0,0,12,0,0,0,0,0,0,0,0,69,0,55,53,0,0,0,0,0,35,0,0,0,0,88,0,74,106,93,89,0,0,0,69,0,18,0,22,0,0,15,14,0,19,17,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,19,0,0,0,13,0,0,0,0,34,108,0,19,22,0,0,0,0,15,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HVSM,30,13,0,0,0,0,0,0,0,0,0,0,15,17,15,0,15,114,0,0,116,0,0,60,55,63,223,0,0,0,25,28,0,24,27,0,26,0,32,23,0,29,29,110,0,0,0,0,0,0,0,135,22,0,0,0,31,15,0,50,13,0,0,123,0,0,0,30,30,0,72,0,0,86,60,60,51,45,8,9,54,0,4,0,57,45,0,0,0,37,0,64,1,3,0,0,0,17,0,0,0,0,23,0,0,20,0,21,21,0,0,55,0,0,0,0,0,75,79,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,51,48,45,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,100,0,135,0,0,0,0,55,0,0,0,123,125,0,0,0,0,0,0,0,47,46,0,0,0,21,20,0,0,0,0,94,0,0,0,0,0,0,148,67,60,27,28,0,23,1,0,0,0,39,0,0,0,0,61,60,60,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,41,43,43,0,0,44,16,0,0,0,0,0,0,0,0,0,85,0,0,5,0,0,0,0,0,0,0,0,0,0,60,0,0,0,24,134,0,0,0,0,0,0,49,0,0,0,67,0,0,0,0,0,0,154,0,0,82,0,0,0,101,0,65,76,75,70,56,54,56,80,79,0,0,63,148,148,0,0,0,0,13,0,0,0,0,0,0,0,0,70,0,54,52,0,0,0,0,0,36,0,0,0,0,89,0,75,107,94,90,0,0,0,70,0,19,0,23,0,0,16,15,0,20,19,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,18,0,0,0,12,0,0,0,0,35,109,0,18,21,0,0,0,0,14,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HVSP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HWD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HWZB,26,21,0,0,0,0,0,0,0,0,0,0,49,56,48,0,49,153,0,0,155,0,0,99,86,102,262,0,0,0,21,11,0,15,9,0,22,0,7,16,0,7,7,125,0,0,0,0,0,0,0,164,59,0,0,0,38,29,0,11,41,0,0,162,0,0,0,63,63,0,63,0,0,86,59,59,61,63,47,42,61,0,35,0,21,13,0,0,0,68,0,83,33,31,0,0,0,17,0,0,0,0,12,0,0,59,0,18,21,0,0,16,0,0,0,0,0,114,118,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,70,70,76,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,131,0,164,0,0,0,0,79,0,0,0,162,164,0,0,0,0,0,0,0,8,7,0,0,0,34,34,0,0,0,0,133,0,0,0,0,0,0,177,98,85,58,59,0,62,40,39,0,0,0,0,0,0,0,63,61,61,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,68,69,42,0,0,43,18,0,0,0,0,0,0,0,0,0,69,0,0,34,0,0,0,0,0,0,0,0,0,0,79,0,0,0,11,173,0,0,0,0,0,0,74,0,0,0,61,0,0,0,0,0,0,183,0,0,82,0,0,0,140,0,84,76,75,80,51,51,52,80,79,0,0,59,177,177,0,0,0,0,46,0,0,0,0,0,0,0,0,100,0,15,13,0,0,0,0,0,68,0,0,0,0,120,0,94,138,125,121,0,0,0,109,0,50,0,54,0,0,53,40,0,51,44,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,15,0,0,0,22,0,0,0,0,57,148,0,17,13,0,0,0,0,25,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IJT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KBK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
